Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Punjab, 31-12-2020, M, 8.52, 3403575.00, 37.72
Punjab, 31-01-2021, M, 3.84, 3120321.00, 32.83
Punjab, 28-02-2021, M, 4.95, 3117808.00, 33.13
Punjab, 31-03-2021, M, 8.01, 3453859.00, 37.84
Punjab, 30-04-2021, M, 9.64, 3287379.00, 36.60
Punjab, 31-05-2021, M, 7.78, 2952629.00, 32.14
Punjab, 30-06-2021, M, 5.42, 3098350.00, 32.82
Punjab, 31-07-2021, M, 7.58, 3496736.00, 37.83
Punjab, 31-08-2021, M, 10.84, 3256170.00, 36.45
Punjab, 30-09-2021, M, 5.57, 3149692.00, 33.22
Punjab, 31-10-2021, M, 5.96, 3096544.00, 32.73
Punjab, 30-11-2021, M, 7.14, 3543537.00, 37.86
Punjab, 31-12-2021, M, 11.43, 3251705.00, 36.35
Punjab, 31-01-2022, M, 6.03, 3186864.00, 33.51
Punjab, 28-02-2022, M, 5.44, 3158913.00, 32.95
Punjab, 31-03-2022, M, 7.30, 3558214.00, 37.78
Punjab, 30-04-2022, M, 11.19, 3302144.00, 36.53
Punjab, 31-05-2022, M, 6.02, 3239151.00, 33.79
Punjab, 30-06-2022, M, 5.73, 3211312.00, 33.33
Punjab, 31-07-2022, M, 7.08, 3611628.00, 37.95
Punjab, 31-08-2022, M, 11.38, 3307992.00, 36.38
Punjab, 30-09-2022, M, 5.33, 3264903.00, 33.54
Punjab, 31-10-2022, M, 4.92, 3185096.00, 32.52
Punjab, 30-11-2022, M, 6.45, 3683869.00, 38.15
Punjab, 31-12-2022, M, 9.96, 3427165.00, 36.80
Punjab, 31-01-2023, M, 5.26, 3291981.00, 33.53
Punjab, 28-02-2023, M, 5.34, 3283575.00, 33.41
Rajasthan, 31-01-2016, M, 10.62, 5138756.00, 42.07
Rajasthan, 29-02-2016, M, 4.46, 5239891.00, 40.04
Rajasthan, 31-03-2016, M, 6.40, 5409497.00, 42.10
Rajasthan, 30-04-2016, M, 11.81, 5293414.00, 43.62
Rajasthan, 31-05-2016, M, 11.91, 5198090.00, 42.79
Rajasthan, 30-06-2016, M, 6.21, 5180491.00, 39.96
Rajasthan, 31-07-2016, M, 3.72, 5390541.00, 40.40
Rajasthan, 31-08-2016, M, 4.55, 5328670.00, 40.19
Rajasthan, 30-09-2016, M, 5.04, 5651392.00, 42.75
Rajasthan, 31-10-2016, M, 1.79, 5350986.00, 39.05
Rajasthan, 30-11-2016, M, 4.25, 5389948.00, 40.25
Rajasthan, 31-12-2016, M, 4.96, 5040672.00, 37.83
Rajasthan, 31-01-2017, M, 5.38, 5308275.00, 39.92
Rajasthan, 28-02-2017, M, 2.39, 5110685.00, 37.18
Rajasthan, 31-03-2017, M, 3.85, 5514968.00, 40.63
Rajasthan, 30-04-2017, M, 2.59, 5299321.00, 38.46
Rajasthan, 31-05-2017, M, 3.19, 5327167.00, 38.80
Rajasthan, 30-06-2017, M, 2.24, 5286642.00, 38.05
Rajasthan, 31-07-2017, M, 3.97, 5452279.00, 39.85
Rajasthan, 31-08-2017, M, 5.62, 5292288.00, 39.27
Rajasthan, 30-09-2017, M, 3.09, 5259218.00, 37.91
Rajasthan, 31-10-2017, M, 4.99, 5379830.00, 39.47
Rajasthan, 30-11-2017, M, 8.61, 5314907.00, 40.44
Rajasthan, 31-12-2017, M, 7.28, 5085665.00, 38.05
Rajasthan, 31-01-2018, M, 9.63, 5102465.00, 39.08
Rajasthan, 28-02-2018, M, 12.22, 5116239.00, 40.26
Rajasthan, 31-03-2018, M, 12.88, 5107586.00, 40.40
Rajasthan, 30-04-2018, M, 9.36, 5017217.00, 38.05
Rajasthan, 31-05-2018, M, 10.43, 5131156.00, 39.29
Rajasthan, 30-06-2018, M, 12.19, 5250225.00, 40.91
Rajasthan, 31-07-2018, M, 7.54, 5176244.00, 38.22
Rajasthan, 31-08-2018, M, 10.90, 4990522.00, 38.14
Rajasthan, 30-09-2018, M, 11.46, 4935067.00, 37.87
Rajasthan, 31-10-2018, M, 14.75, 5248514.00, 41.73
Rajasthan, 30-11-2018, M, 13.93, 5183072.00, 40.72
Rajasthan, 31-12-2018, M, 15.71, 4943831.00, 39.57
Rajasthan, 31-01-2019, M, 12.75, 4989583.00, 38.49
Rajasthan, 28-02-2019, M, 13.42, 5180668.00, 40.19
Rajasthan, 31-03-2019, M, 11.86, 5236681.00, 39.81
Rajasthan, 30-04-2019, M, 13.99, 5024928.00, 39.06
Rajasthan, 31-05-2019, M, 13.62, 5108433.00, 39.44
Rajasthan, 30-06-2019, M, 14.36, 5241172.00, 40.73
Rajasthan, 31-07-2019, M, 11.67, 5372468.00, 40.38
Rajasthan, 31-08-2019, M, 14.71, 5195166.00, 40.34
Rajasthan, 30-09-2019, M, 12.63, 5176818.00, 39.15
Rajasthan, 31-10-2019, M, 13.02, 5384335.00, 40.80
Rajasthan, 30-11-2019, M, 14.30, 5306711.00, 40.73
Rajasthan, 31-12-2019, M, 18.04, 5109484.00, 40.90
Rajasthan, 31-01-2020, M, 18.82, 5157363.00, 41.59
Rajasthan, 29-02-2020, M, 17.02, 5288343.00, 41.62
Rajasthan, 31-03-2020, M, 18.54, 4964911.00, 39.71
Rajasthan, 30-04-2020, M, 35.53, 2932923.00, 29.57
Rajasthan, 31-05-2020, M, 30.76, 4239769.00, 39.71
Rajasthan, 30-06-2020, M, 18.36, 5124758.00, 40.62
Rajasthan, 31-07-2020, M, 19.55, 5207940.00, 41.79
Rajasthan, 31-08-2020, M, 25.02, 4977433.00, 42.75
Rajasthan, 30-09-2020, M, 24.77, 5135127.00, 43.86
Rajasthan, 31-10-2020, M, 24.59, 5166467.00, 43.91
Rajasthan, 30-11-2020, M, 22.93, 5239177.00, 43.48
Rajasthan, 31-12-2020, M, 29.66, 4939234.00, 44.80
Rajasthan, 31-01-2021, M, 27.31, 5143447.00, 45.03
Rajasthan, 28-02-2021, M, 25.69, 5123635.00, 43.79
Rajasthan, 31-03-2021, M, 25.36, 5170883.00, 43.89
Rajasthan, 30-04-2021, M, 30.12, 4945235.00, 44.73
Rajasthan, 31-05-2021, M, 42.40, 4085571.00, 44.73
Rajasthan, 30-06-2021, M, 27.13, 5152843.00, 44.49
Rajasthan, 31-07-2021, M, 27.72, 5186609.00, 45.04
Rajasthan, 31-08-2021, M, 31.26, 5183761.00, 47.22
Rajasthan, 30-09-2021, M, 28.28, 5203296.00, 45.33
Rajasthan, 31-10-2021, M, 28.57, 5250401.00, 45.81
Rajasthan, 30-11-2021, M, 27.34, 5304934.00, 45.40
Rajasthan, 31-12-2021, M, 31.14, 5259569.00, 47.38
Rajasthan, 31-01-2022, M, 26.92, 5223779.00, 44.24
Rajasthan, 28-02-2022, M, 30.25, 5212501.00, 46.15
Rajasthan, 31-03-2022, M, 28.84, 5229130.00, 45.27
Rajasthan, 30-04-2022, M, 32.12, 5228538.00, 47.34
Rajasthan, 31-05-2022, M, 27.26, 5256196.00, 44.31
Rajasthan, 30-06-2022, M, 27.68, 5368177.00, 45.41
Rajasthan, 31-07-2022, M, 27.85, 5219371.00, 44.15
Rajasthan, 31-08-2022, M, 33.02, 5282387.00, 48.02
Rajasthan, 30-09-2022, M, 26.44, 5246142.00, 43.32
Rajasthan, 31-10-2022, M, 28.14, 5308265.00, 44.77
Rajasthan, 30-11-2022, M, 31.65, 5226449.00, 46.23
Rajasthan, 31-12-2022, M, 28.19, 5246842.00, 44.07
Rajasthan, 31-01-2023, M, 29.77, 5248153.00, 44.97
Rajasthan, 28-02-2023, M, 30.07, 5324227.00, 45.71
Sikkim, 30-09-2018, M, 0.00, 88562.00, 46.39
Sikkim, 31-10-2018, M, 3.23, 84759.00, 45.59
Sikkim, 30-11-2018, M, 1.39, 100183.00, 52.55
Sikkim, 31-12-2018, M, 13.40, 91811.00, 54.49
Sikkim, 31-01-2019, M, 8.16, 92750.00, 51.58
Sikkim, 28-02-2019, M, 5.88, 87881.00, 47.41
Sikkim, 31-03-2019, M, 3.15, 106470.00, 55.46
Sikkim, 30-04-2019, M, 10.68, 92218.00, 51.76
Sikkim, 31-05-2019, M, 8.20, 89587.00, 48.61
Sikkim, 30-06-2019, M, 7.76, 89702.00, 48.13
Sikkim, 31-07-2019, M, 2.56, 108334.00, 54.67
Sikkim, 31-08-2019, M, 4.82, 90850.00, 46.63
Sikkim, 30-09-2019, M, 4.81, 89450.00, 45.61
Sikkim, 31-10-2019, M, 9.68, 87974.00, 46.97
Sikkim, 30-11-2019, M, 4.04, 107751.00, 53.80
Sikkim, 31-12-2019, M, 7.37, 88035.00, 45.24
Sikkim, 31-03-2020, M, 20.45, 86186.00, 50.57
Sikkim, 30-04-2020, M, 5.77, 81905.00, 40.31
Sikkim, 31-05-2020, M, 19.75, 75456.00, 43.32
Sikkim, 30-06-2020, M, 1.96, 79745.00, 37.23
Sikkim, 31-07-2020, M, 3.33, 101262.00, 47.62
Sikkim, 31-08-2020, M, 12.12, 83959.00, 43.14
Sikkim, 30-09-2020, M, 7.41, 80775.00, 39.13
Sikkim, 31-10-2020, M, 0.00, 88025.00, 39.22
Sikkim, 30-11-2020, M, 0.00, 104906.00, 46.43
Sikkim, 31-12-2020, M, 2.00, 96937.00, 43.48
Sikkim, 31-01-2021, M, 0.00, 93210.00, 40.69
Sikkim, 31-03-2021, M, 0.00, 116051.00, 50.00
Sikkim, 30-04-2021, M, 5.26, 85836.00, 38.78
Sikkim, 31-05-2021, M, 0.00, 93425.00, 39.71
Sikkim, 31-07-2021, M, 0.00, 115815.00, 48.55
Sikkim, 31-08-2021, M, 0.00, 90575.00, 37.70
Sikkim, 30-04-2022, M, 12.07, 93154.00, 41.73
Sikkim, 31-07-2022, M, 6.82, 102252.00, 42.31
Sikkim, 31-10-2022, M, 7.48, 109319.00, 44.58
Sikkim, 30-11-2022, M, 5.19, 124892.00, 49.36
Sikkim, 31-12-2022, M, 13.27, 97583.00, 41.85
Sikkim, 31-01-2023, M, 3.08, 112622.00, 42.90
Sikkim, 28-02-2023, M, 6.54, 114073.00, 44.77
Tamil Nadu, 31-01-2016, M, 6.79, 13023169.00, 46.91
Tamil Nadu, 29-02-2016, M, 6.81, 13110162.00, 47.16
Tamil Nadu, 31-03-2016, M, 14.87, 12659554.00, 49.77
Tamil Nadu, 30-04-2016, M, 7.19, 13007557.00, 46.83
Tamil Nadu, 31-05-2016, M, 8.03, 12137822.00, 44.01
Tamil Nadu, 30-06-2016, M, 10.14, 13012851.00, 48.21
Tamil Nadu, 31-07-2016, M, 14.79, 13163939.00, 51.35
Tamil Nadu, 31-08-2016, M, 16.82, 13351783.00, 53.26
Tamil Nadu, 30-09-2016, M, 17.10, 12646986.00, 50.53
Tamil Nadu, 31-10-2016, M, 8.85, 13628209.00, 49.43
Tamil Nadu, 30-11-2016, M, 7.99, 12843901.00, 46.08
Tamil Nadu, 31-12-2016, M, 9.22, 13235637.00, 48.04
Tamil Nadu, 31-01-2017, M, 12.13, 12862995.00, 48.15
Tamil Nadu, 28-02-2017, M, 8.69, 13423683.00, 48.28
Tamil Nadu, 31-03-2017, M, 6.36, 12971004.00, 45.41
Tamil Nadu, 30-04-2017, M, 4.97, 13037997.00, 44.90
Tamil Nadu, 31-05-2017, M, 3.79, 12202770.00, 41.44
Tamil Nadu, 30-06-2017, M, 5.23, 12873621.00, 44.30
Tamil Nadu, 31-07-2017, M, 3.66, 12861169.00, 43.47
Tamil Nadu, 31-08-2017, M, 2.29, 12806660.00, 42.60
Tamil Nadu, 30-09-2017, M, 3.36, 12324822.00, 41.38
Tamil Nadu, 31-10-2017, M, 4.07, 13014954.00, 43.94
Tamil Nadu, 30-11-2017, M, 3.90, 13314711.00, 44.80
Tamil Nadu, 31-12-2017, M, 3.96, 13328254.00, 44.80
Tamil Nadu, 31-01-2018, M, 2.68, 12661720.00, 41.92
Tamil Nadu, 28-02-2018, M, 2.93, 12824104.00, 42.50
Tamil Nadu, 31-03-2018, M, 3.64, 12937124.00, 43.12
Tamil Nadu, 30-04-2018, M, 2.50, 12805606.00, 42.11
Tamil Nadu, 31-05-2018, M, 2.44, 12605611.00, 41.35
Tamil Nadu, 30-06-2018, M, 1.73, 12816145.00, 41.66
Tamil Nadu, 31-07-2018, M, 3.02, 13078400.00, 43.01
Tamil Nadu, 31-08-2018, M, 2.14, 13080130.00, 42.55
Tamil Nadu, 30-09-2018, M, 1.81, 12294402.00, 39.79
Tamil Nadu, 31-10-2018, M, 1.70, 12175582.00, 39.30
Tamil Nadu, 30-11-2018, M, 3.60, 12460956.00, 40.94
Tamil Nadu, 31-12-2018, M, 3.00, 12623026.00, 41.14
Tamil Nadu, 31-01-2019, M, 1.70, 12009614.00, 38.56
Tamil Nadu, 28-02-2019, M, 2.22, 11997323.00, 38.66
Tamil Nadu, 31-03-2019, M, 2.41, 11829838.00, 38.13
Tamil Nadu, 30-04-2019, M, 2.06, 12135691.00, 38.91
Tamil Nadu, 31-05-2019, M, 0.89, 11798081.00, 37.31
Tamil Nadu, 30-06-2019, M, 1.56, 12318751.00, 39.16
Tamil Nadu, 31-07-2019, M, 3.18, 12054411.00, 38.89
Tamil Nadu, 31-08-2019, M, 9.53, 11933083.00, 41.13
Tamil Nadu, 30-09-2019, M, 1.86, 11904593.00, 37.76
Tamil Nadu, 31-10-2019, M, 1.13, 12223947.00, 38.42
Tamil Nadu, 30-11-2019, M, 2.65, 11729952.00, 37.38
Tamil Nadu, 31-12-2019, M, 8.05, 12260385.00, 41.29
Tamil Nadu, 31-01-2020, M, 2.05, 11926995.00, 37.64
Tamil Nadu, 29-02-2020, M, 3.31, 11742101.00, 37.48
Tamil Nadu, 31-03-2020, M, 6.46, 10982178.00, 36.17
Tamil Nadu, 30-04-2020, M, 45.55, 4632967.00, 26.17
Tamil Nadu, 31-05-2020, M, 25.95, 5733921.00, 23.77
Tamil Nadu, 30-06-2020, M, 23.83, 8009162.00, 32.22
Tamil Nadu, 31-07-2020, M, 9.75, 10396959.00, 35.24
Tamil Nadu, 31-08-2020, M, 3.61, 12603552.00, 39.93
Tamil Nadu, 30-09-2020, M, 3.21, 10494014.00, 33.05
Tamil Nadu, 31-10-2020, M, 3.51, 10612829.00, 33.47
Tamil Nadu, 30-11-2020, M, 0.55, 10601190.00, 32.38
Tamil Nadu, 31-12-2020, M, 0.00, 11538573.00, 34.99
Tamil Nadu, 31-01-2021, M, 4.96, 10267926.00, 32.70
Tamil Nadu, 28-02-2021, M, 7.27, 10495559.00, 34.21
Tamil Nadu, 31-03-2021, M, 3.44, 10495243.00, 32.79
Tamil Nadu, 30-04-2021, M, 3.39, 11135022.00, 34.71
Tamil Nadu, 31-05-2021, M, 25.70, 6581368.00, 26.63
Tamil Nadu, 30-06-2021, M, 13.24, 9168790.00, 31.72
Tamil Nadu, 31-07-2021, M, 5.52, 10562575.00, 33.49
Tamil Nadu, 31-08-2021, M, 7.68, 10974276.00, 35.55
Tamil Nadu, 30-09-2021, M, 7.23, 10284861.00, 33.10
Tamil Nadu, 31-10-2021, M, 7.17, 10183008.00, 32.69
Tamil Nadu, 30-11-2021, M, 6.82, 10554878.00, 33.70
Tamil Nadu, 31-12-2021, M, 5.86, 10542090.00, 33.25
Tamil Nadu, 31-01-2022, M, 4.68, 10239673.00, 31.84
Tamil Nadu, 28-02-2022, M, 5.95, 10152678.00, 31.95
Tamil Nadu, 31-03-2022, M, 4.44, 10287569.00, 31.81
Tamil Nadu, 30-04-2022, M, 2.77, 10782114.00, 32.70
Tamil Nadu, 31-05-2022, M, 3.50, 9906785.00, 30.22
Tamil Nadu, 30-06-2022, M, 2.75, 10116302.00, 30.57
Tamil Nadu, 31-07-2022, M, 3.45, 10628956.00, 32.30
Tamil Nadu, 31-08-2022, M, 7.60, 9756438.00, 30.92
Tamil Nadu, 30-09-2022, M, 4.19, 10346945.00, 31.57
Tamil Nadu, 31-10-2022, M, 2.32, 11069011.00, 33.07
Tamil Nadu, 30-11-2022, M, 3.43, 11694024.00, 35.28
Tamil Nadu, 31-12-2022, M, 2.77, 11841288.00, 35.42
Tamil Nadu, 31-01-2023, M, 2.26, 11070523.00, 32.88
Tamil Nadu, 28-02-2023, M, 2.99, 11412038.00, 34.09
Telangana, 31-01-2016, M, 11.38, 4975264.00, 48.68
Telangana, 29-02-2016, M, 9.67, 4910554.00, 47.03
Telangana, 31-03-2016, M, 8.03, 5000705.00, 46.93
Telangana, 30-04-2016, M, 9.76, 5079342.00, 48.47
Telangana, 31-05-2016, M, 11.60, 4900505.00, 47.62
Telangana, 30-06-2016, M, 10.06, 5142468.00, 49.00
Telangana, 31-07-2016, M, 7.85, 5124996.00, 47.56
Telangana, 31-08-2016, M, 7.07, 5146601.00, 47.24
Telangana, 30-09-2016, M, 7.42, 4943041.00, 45.44
Telangana, 31-10-2016, M, 9.39, 5267435.00, 49.36
Telangana, 30-11-2016, M, 5.75, 5298841.00, 47.62
Telangana, 31-12-2016, M, 9.60, 4927146.00, 46.06
Telangana, 31-01-2017, M, 11.44, 4761968.00, 45.34
Telangana, 28-02-2017, M, 11.97, 5158584.00, 49.30
Telangana, 31-03-2017, M, 6.28, 5385581.00, 48.23
Telangana, 30-04-2017, M, 3.61, 5164298.00, 44.86
Telangana, 31-05-2017, M, 6.25, 5119483.00, 45.62
Telangana, 30-06-2017, M, 9.60, 5115920.00, 47.17
Telangana, 31-07-2017, M, 5.50, 5546508.00, 48.80
Telangana, 31-08-2017, M, 3.84, 5106800.00, 44.05
Telangana, 30-09-2017, M, 3.43, 4976221.00, 42.65
Telangana, 31-10-2017, M, 2.93, 5553266.00, 47.23
Telangana, 30-11-2017, M, 5.06, 5397377.00, 46.83
Telangana, 31-12-2017, M, 6.17, 5198059.00, 45.53
Telangana, 31-01-2018, M, 2.81, 5068993.00, 42.76
Telangana, 28-02-2018, M, 4.91, 5616871.00, 48.32
Telangana, 31-03-2018, M, 3.67, 5292125.00, 44.84
Telangana, 30-04-2018, M, 4.23, 5289207.00, 44.97
Telangana, 31-05-2018, M, 1.02, 5003807.00, 41.06
Telangana, 30-06-2018, M, 0.99, 5697139.00, 46.63
Telangana, 31-07-2018, M, 1.74, 5425666.00, 44.64
Telangana, 31-08-2018, M, 1.04, 5344144.00, 43.56
Telangana, 30-09-2018, M, 0.11, 5759167.00, 46.40
Telangana, 31-10-2018, M, 0.50, 5769594.00, 46.55
Telangana, 30-11-2018, M, 0.75, 5574223.00, 44.98
Telangana, 31-12-2018, M, 2.18, 5555282.00, 45.38
Telangana, 31-01-2019, M, 1.88, 5898238.00, 47.92
Telangana, 28-02-2019, M, 2.79, 5590655.00, 45.74
Telangana, 31-03-2019, M, 2.79, 5374163.00, 43.87
Telangana, 30-04-2019, M, 4.05, 5486810.00, 45.27
Telangana, 31-05-2019, M, 1.52, 5560651.00, 44.59
Telangana, 30-06-2019, M, 1.43, 5683348.00, 45.43
Telangana, 31-07-2019, M, 3.73, 5432504.00, 44.36
Telangana, 31-08-2019, M, 4.19, 5544694.00, 45.39
Telangana, 30-09-2019, M, 6.19, 5668783.00, 47.28
Telangana, 31-10-2019, M, 6.74, 5318339.00, 44.51
Telangana, 30-11-2019, M, 5.23, 5338117.00, 43.87
Telangana, 31-12-2019, M, 4.22, 5317777.00, 43.13
Telangana, 31-01-2020, M, 6.49, 5543380.00, 45.95
Telangana, 29-02-2020, M, 6.74, 5521496.00, 45.78
Telangana, 31-03-2020, M, 6.10, 5313236.00, 43.65
Telangana, 30-04-2020, M, 10.50, 3378431.00, 29.05
Telangana, 31-05-2020, M, 21.40, 4329134.00, 42.29
Telangana, 30-06-2020, M, 6.96, 4594229.00, 37.83
Telangana, 31-07-2020, M, 2.42, 4985718.00, 39.05
Telangana, 31-08-2020, M, 1.95, 4577039.00, 35.59
Telangana, 30-09-2020, M, 1.48, 5489576.00, 42.38
Telangana, 31-10-2020, M, 3.88, 5155565.00, 40.70
Telangana, 30-11-2020, M, 1.36, 5262269.00, 40.39
Telangana, 31-12-2020, M, 8.26, 4682289.00, 38.55
Telangana, 31-01-2021, M, 3.00, 5083383.00, 39.49
Telangana, 28-02-2021, M, 4.98, 4993075.00, 39.51
Telangana, 31-03-2021, M, 3.25, 5193568.00, 40.26
Telangana, 30-04-2021, M, 7.00, 4857440.00, 39.08
Telangana, 31-05-2021, M, 4.15, 5301710.00, 41.29
Telangana, 30-06-2021, M, 5.64, 4961747.00, 39.16
Telangana, 31-07-2021, M, 3.97, 4944342.00, 38.25
Telangana, 31-08-2021, M, 8.91, 4902075.00, 39.89
Telangana, 30-09-2021, M, 4.15, 5295446.00, 40.86
Telangana, 31-10-2021, M, 5.12, 5022077.00, 39.05
Telangana, 30-11-2021, M, 3.29, 5214243.00, 39.68
Telangana, 31-12-2021, M, 6.35, 4924302.00, 38.61
Telangana, 31-01-2022, M, 2.02, 5423635.00, 40.55
Telangana, 28-02-2022, M, 5.95, 5178692.00, 40.25
Telangana, 31-03-2022, M, 7.37, 4887888.00, 38.48
Telangana, 30-04-2022, M, 10.03, 4797538.00, 38.79
Telangana, 31-05-2022, M, 11.21, 5040727.00, 41.20
Telangana, 30-06-2022, M, 8.99, 4986328.00, 39.67
Telangana, 31-07-2022, M, 7.31, 4610204.00, 35.92
Telangana, 31-08-2022, M, 6.59, 4566545.00, 35.22
Telangana, 30-09-2022, M, 8.72, 5002260.00, 39.39
Telangana, 31-10-2022, M, 5.56, 4832014.00, 36.69
Telangana, 30-11-2022, M, 9.25, 4722184.00, 37.23
Telangana, 31-12-2022, M, 7.85, 4663265.00, 36.12
Telangana, 31-01-2023, M, 8.30, 4942836.00, 38.38
Telangana, 28-02-2023, M, 3.71, 5223068.00, 38.54
Tripura, 30-09-2017, M, 17.95, 358877.00, 49.06
Tripura, 31-10-2017, M, 8.33, 401211.00, 48.98
Tripura, 30-11-2017, M, 7.56, 390125.00, 47.12
Tripura, 31-12-2017, M, 13.25, 333104.00, 42.78
Tripura, 31-01-2018, M, 25.61, 435442.00, 65.07
Tripura, 28-02-2018, M, 26.32, 394399.00, 59.38
Tripura, 31-03-2018, M, 14.94, 365333.00, 47.53
Tripura, 30-04-2018, M, 14.40, 335842.00, 43.33
Tripura, 31-05-2018, M, 25.58, 404974.00, 59.96
Tripura, 30-06-2018, M, 27.81, 364369.00, 55.49
Tripura, 31-07-2018, M, 18.79, 379378.00, 51.24
Tripura, 31-08-2018, M, 36.50, 341247.00, 58.81
Tripura, 30-09-2018, M, 38.87, 408873.00, 73.05
Tripura, 31-10-2018, M, 30.56, 393668.00, 61.76
Tripura, 30-11-2018, M, 29.67, 395858.00, 61.19
Tripura, 31-12-2018, M, 37.40, 364257.00, 63.11
Tripura, 31-01-2019, M, 31.63, 438450.00, 69.40
Tripura, 28-02-2019, M, 27.43, 407312.00, 60.61
Tripura, 31-03-2019, M, 23.05, 423074.00, 59.24
Tripura, 30-04-2019, M, 33.66, 358267.00, 58.06
Tripura, 31-05-2019, M, 34.69, 423127.00, 69.50
Tripura, 30-06-2019, M, 25.59, 408738.00, 58.80
Tripura, 31-07-2019, M, 25.81, 410583.00, 59.10
Tripura, 31-08-2019, M, 33.45, 368977.00, 59.07
Tripura, 30-09-2019, M, 33.57, 418043.00, 66.90
Tripura, 31-10-2019, M, 26.67, 414808.00, 60.00
Tripura, 30-11-2019, M, 27.15, 427700.00, 62.14
Tripura, 31-12-2019, M, 33.48, 399427.00, 63.41
Tripura, 31-01-2020, M, 34.37, 450155.00, 72.26
Tripura, 29-02-2020, M, 33.88, 415339.00, 66.04
Tripura, 31-03-2020, M, 25.69, 450271.00, 63.56
Tripura, 30-04-2020, M, 34.88, 296431.00, 47.65
Tripura, 31-05-2020, M, 22.89, 399019.00, 54.03
Tripura, 30-06-2020, M, 28.71, 383906.00, 56.11
Tripura, 31-07-2020, M, 24.30, 359902.00, 49.42
Tripura, 31-08-2020, M, 29.24, 348517.00, 51.08
Tripura, 30-09-2020, M, 12.56, 419661.00, 49.67
Tripura, 31-10-2020, M, 8.94, 400678.00, 45.43
Tripura, 30-11-2020, M, 12.83, 417509.00, 49.34
Tripura, 31-12-2020, M, 22.38, 396449.00, 52.50
Tripura, 31-01-2021, M, 12.75, 418240.00, 49.16
Tripura, 28-02-2021, M, 8.70, 415588.00, 46.58
Tripura, 31-03-2021, M, 14.29, 428836.00, 51.08
Tripura, 30-04-2021, M, 22.31, 404636.00, 53.06
Tripura, 31-05-2021, M, 15.00, 414657.00, 49.59
Tripura, 30-06-2021, M, 10.06, 426726.00, 48.12
Tripura, 31-07-2021, M, 13.71, 424244.00, 49.75
Tripura, 31-08-2021, M, 22.22, 413650.00, 53.69
Tripura, 30-09-2021, M, 13.45, 429593.00, 50.00
Tripura, 31-10-2021, M, 8.77, 438470.00, 48.31
Tripura, 30-11-2021, M, 15.11, 451340.00, 53.32
Tripura, 31-12-2021, M, 19.40, 424981.00, 52.76
Tripura, 31-01-2022, M, 12.26, 442596.00, 50.36
Tripura, 28-02-2022, M, 8.77, 424400.00, 46.34
Tripura, 31-03-2022, M, 16.41, 446726.00, 53.11
Tripura, 30-04-2022, M, 20.35, 426549.00, 53.10
Tripura, 31-05-2022, M, 12.56, 440878.00, 49.88
Tripura, 30-06-2022, M, 8.98, 426521.00, 46.26
Tripura, 31-07-2022, M, 14.12, 487621.00, 55.92
Tripura, 31-08-2022, M, 21.74, 425996.00, 53.49
Tripura, 30-09-2022, M, 13.45, 443259.00, 50.21
Tripura, 31-10-2022, M, 9.38, 438550.00, 47.34
Tripura, 30-11-2022, M, 16.39, 479733.00, 56.00
Tripura, 31-12-2022, M, 20.12, 423956.00, 51.68
Tripura, 31-01-2023, M, 12.31, 461962.00, 51.18
Tripura, 28-02-2023, M, 10.75, 436778.00, 47.45
Uttar Pradesh, 31-01-2016, M, 18.40, 13266577.00, 46.08
Uttar Pradesh, 29-02-2016, M, 21.43, 13479719.00, 48.52
Uttar Pradesh, 31-03-2016, M, 20.86, 13467038.00, 48.01
Uttar Pradesh, 30-04-2016, M, 21.81, 13344362.00, 48.05
Uttar Pradesh, 31-05-2016, M, 19.96, 13183045.00, 46.26
Uttar Pradesh, 30-06-2016, M, 17.84, 13719728.00, 46.80
Uttar Pradesh, 31-07-2016, M, 21.05, 13516082.00, 47.86
Uttar Pradesh, 31-08-2016, M, 17.65, 13383431.00, 45.33
Uttar Pradesh, 30-09-2016, M, 14.13, 13700447.00, 44.40
Uttar Pradesh, 31-10-2016, M, 11.29, 14074147.00, 44.04
Uttar Pradesh, 30-11-2016, M, 11.02, 13645003.00, 42.48
Uttar Pradesh, 31-12-2016, M, 8.71, 13293482.00, 40.24
Uttar Pradesh, 31-01-2017, M, 6.16, 13280953.00, 39.02
Uttar Pradesh, 28-02-2017, M, 5.53, 13977971.00, 40.71
Uttar Pradesh, 31-03-2017, M, 6.05, 13522171.00, 39.50
Uttar Pradesh, 30-04-2017, M, 3.48, 13003596.00, 36.89
Uttar Pradesh, 31-05-2017, M, 5.13, 12766894.00, 36.76
Uttar Pradesh, 30-06-2017, M, 6.19, 14017278.00, 40.73
Uttar Pradesh, 31-07-2017, M, 4.55, 13349737.00, 38.03
Uttar Pradesh, 31-08-2017, M, 5.05, 13280335.00, 37.94
Uttar Pradesh, 30-09-2017, M, 6.98, 13074496.00, 38.04
Uttar Pradesh, 31-10-2017, M, 7.49, 13963447.00, 40.76
Uttar Pradesh, 30-11-2017, M, 5.58, 13588835.00, 38.78
Uttar Pradesh, 31-12-2017, M, 4.99, 13329846.00, 37.71
Uttar Pradesh, 31-01-2018, M, 6.78, 13233880.00, 38.07
Uttar Pradesh, 28-02-2018, M, 7.39, 13561929.00, 39.19
Uttar Pradesh, 31-03-2018, M, 6.12, 13443967.00, 38.23
